,Unnamed: 0.2,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
51,704,38457.0,0.0,0.0,25.0,25.0,3802699.0,143.0,23640.0,Jonathan David,,9.0,True,22.0,Right Center Forward,96.0,213331.0,J. Tah,Jonathan Tah,1996-02-11,23.0,195.58,97.1,CB,Germany,82.0,87.0,25000000.0,61000.0,Right,2.0,4.0,2.0,Medium/ Medium,Stocky,44400000.0,Bayer 04 Leverkusen,80.0,RCB,4.0,2015-07-16,2023,Germany,85.0,SUB,20.0,35.0,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,77.0,48.0,81.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,80.0,87.0,84.0,11.0,8.0,7.0,9.0,14.0,"#Aerial Threat,#Strength",,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,56+2,56+2,56+2,57+2,63+2,63+2,63+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2,133.0,29.65614905298513,20.068070787734296
52,812,32563.0,0.0,0.0,16.0,16.0,3788744.0,773.0,5538.0,Denis Lemi Zakaria Lako Lado,Denis Zakaria,6.0,False,0.0,Substitute,30.0,229261.0,D. Zakaria,Denis Lemi Zakaria Lako Lado,1996-11-20,22.0,190.5,79.8,"CM,CDM",Switzerland,77.0,85.0,13000000.0,21000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,24700000.0,Borussia Mönchengladbach,79.0,SUB,8.0,2017-07-01,2022,Switzerland,77.0,SUB,17.0,65.0,60.0,65.0,80.0,28.0,74.0,62.0,46.0,79.0,79.0,74.0,86.0,68.0,73.0,64.0,70.0,65.0,79.0,83.0,53.0,88.0,78.0,63.0,76.0,38.0,74.0,82.0,79.0,77.0,12.0,12.0,7.0,13.0,11.0,,,68+2,68+2,68+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,76+2,79+2,79+2,79+2,76+2,76+2,78+2,78+2,78+2,76+2,41.0,9.102410064744106,19.98090014212121
53,407,52768.0,0.0,0.0,25.0,25.0,3857272.0,1839.0,22168.0,Joshua Sargent,Josh Sargent,24.0,False,0.0,Substitute,12.0,209818.0,J. Brenet,Joshua Brenet,1994-03-20,24.0,154.94,73.9,"LWB,LB,RB,RWB",Netherlands,75.0,77.0,6500000.0,24000.0,Right,1.0,3.0,3.0,High/ Medium,Lean,11500000.0,TSG 1899 Hoffenheim,78.0,SUB,2.0,2018-07-01,2022,,,,,71.0,36.0,66.0,68.0,35.0,74.0,30.0,31.0,61.0,69.0,89.0,85.0,70.0,73.0,69.0,30.0,59.0,79.0,66.0,31.0,71.0,70.0,58.0,56.0,56.0,62.0,71.0,70.0,76.0,16.0,11.0,13.0,10.0,9.0,,Early Crosser,57+2,57+2,57+2,65+2,62+2,62+2,62+2,65+2,63+2,63+2,63+2,68+2,64+2,64+2,64+2,68+2,73+2,69+2,69+2,69+2,73+2,73+2,69+2,69+2,69+2,73+2,95.0,20.855085049037072,19.757448993824593
54,422,52345.0,0.0,0.0,27.0,27.0,3857268.0,1833.0,29758.0,Sam Adekugbe,,3.0,False,0.0,Substitute,22.0,220028.0,S. Adekugbe,Sam Adekugbe,1995-01-16,24.0,175.26,74.8,LB,Canada,66.0,73.0,750000.0,1000.0,Left,1.0,2.0,3.0,High/ High,Lean,1100000.0,Vålerenga Fotball,65.0,LB,25.0,2018-01-08,2021,,,,,60.0,47.0,58.0,65.0,22.0,63.0,49.0,23.0,56.0,65.0,80.0,82.0,74.0,57.0,74.0,49.0,82.0,85.0,69.0,22.0,66.0,60.0,54.0,45.0,32.0,59.0,59.0,65.0,59.0,11.0,13.0,7.0,12.0,9.0,,,56+2,56+2,56+2,60+2,57+2,57+2,57+2,60+2,58+2,58+2,58+2,62+2,58+2,58+2,58+2,62+2,65+2,62+2,62+2,62+2,65+2,65+2,63+2,63+2,63+2,65+2,87.0,18.965082678063897,19.619051046272997
55,435,51512.0,0.0,0.0,29.0,29.0,3857260.0,794.0,28825.0,Luis Gerardo Chávez Magallón,Luis Chávez,24.0,True,11.0,Left Defensive Midfield,103.0,222382.0,L. Chávez,Luis Gerardo Chávez Magallón,1996-01-15,23.0,152.4,73.0,"CM,RM",Mexico,65.0,72.0,750000.0,5000.0,Left,1.0,2.0,3.0,Medium/ Medium,Lean,1400000.0,Club Tijuana,71.0,RM,24.0,2013-07-01,2023,,,,,68.0,59.0,48.0,70.0,48.0,69.0,46.0,71.0,69.0,70.0,68.0,75.0,66.0,66.0,65.0,62.0,34.0,53.0,58.0,69.0,28.0,60.0,55.0,52.0,66.0,65.0,57.0,60.0,60.0,7.0,10.0,14.0,9.0,12.0,,,61+2,61+2,61+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,63+2,63+2,63+2,65+2,63+2,61+2,61+2,61+2,63+2,62+2,56+2,56+2,56+2,62+2,200.0,43.38942647795412,19.525241915079352
56,414,52588.0,0.0,0.0,27.0,27.0,3857271.0,797.0,23874.0,Ali Gholizadeh,,17.0,False,0.0,Substitute,72.0,243551.0,A. Gholizadeh,Ali Gholizadeh,1996-03-10,22.0,175.26,68.9,"RM,LM",Iran,69.0,76.0,1500000.0,6000.0,Left,1.0,3.0,3.0,Medium/ Medium,Normal,2500000.0,Sporting de Charleroi,71.0,SUB,88.0,2018-07-01,2020,,,,,71.0,59.0,34.0,69.0,37.0,69.0,49.0,36.0,67.0,71.0,79.0,77.0,76.0,62.0,71.0,62.0,75.0,70.0,61.0,51.0,70.0,24.0,58.0,53.0,55.0,57.0,49.0,45.0,47.0,14.0,12.0,13.0,10.0,8.0,,Technical Dribbler (CPU AI Only),60+2,60+2,60+2,66+2,63+2,63+2,63+2,66+2,64+2,64+2,64+2,67+2,61+2,61+2,61+2,67+2,58+2,55+2,55+2,55+2,58+2,55+2,49+2,49+2,49+2,55+2,151.0,32.593603972622844,19.42665137441097
57,1240,4999.0,0.0,0.0,8.0,8.0,18242.0,224.0,8217.0,Kingsley Coman,,11.0,False,0.0,Substitute,8.0,213345.0,K. Coman,Kingsley Coman,1996-06-13,22.0,152.4,71.2,"LM,RM,LW,RW",France,83.0,88.0,34500000.0,85000.0,Right,2.0,3.0,5.0,Medium/ Low,Lean,59500000.0,FC Bayern München,85.0,LM,29.0,2015-08-30,2023,,,,,81.0,77.0,52.0,77.0,77.0,88.0,84.0,70.0,63.0,83.0,95.0,93.0,88.0,82.0,84.0,78.0,75.0,76.0,63.0,73.0,36.0,23.0,79.0,75.0,70.0,75.0,29.0,17.0,15.0,5.0,3.0,5.0,3.0,5.0,"#Speedster,#Dribbler,#Acrobat","Injury Prone,Speed Dribbler (CPU AI Only)",77+2,77+2,77+2,82+2,81+2,81+2,81+2,82+2,80+2,80+2,80+2,81+2,71+2,71+2,71+2,81+2,58+2,51+2,51+2,51+2,58+2,53+2,40+2,40+2,40+2,53+2,154.0,33.009110021464714,19.291038324232623
58,720,37829.0,0.0,0.0,20.0,20.0,3802683.0,129.0,7439.0,Axel Disasi,,6.0,True,5.0,Left Center Back,95.0,229942.0,A. Disasi,Axel Disasi,1998-03-11,20.0,190.5,86.2,CB,France,63.0,74.0,550000.0,2000.0,Right,1.0,2.0,2.0,Medium/ Medium,Normal,1200000.0,Stade de Reims,73.0,SUB,6.0,2017-11-20,2021,,,,,21.0,20.0,67.0,42.0,36.0,23.0,24.0,27.0,41.0,41.0,55.0,53.0,36.0,53.0,31.0,54.0,62.0,52.0,90.0,14.0,62.0,58.0,23.0,28.0,36.0,52.0,60.0,64.0,59.0,12.0,8.0,11.0,8.0,6.0,#Strength,,41+2,41+2,41+2,33+2,35+2,35+2,35+2,33+2,34+2,34+2,34+2,35+2,39+2,39+2,39+2,35+2,48+2,52+2,52+2,52+2,48+2,52+2,62+2,62+2,62+2,52+2,112.0,23.92776840665699,19.227671041063655
59,819,32086.0,0.0,0.0,10.0,10.0,3788743.0,782.0,6331.0,Leander Dendoncker,,19.0,True,9.0,Right Defensive Midfield,95.0,212501.0,L. Dendoncker,Leander Dendoncker,1995-04-15,23.0,187.96,88.0,"CDM,CB,CM",Belgium,79.0,85.0,14500000.0,20000.0,Right,2.0,4.0,2.0,High/ High,Normal,,Wolverhampton Wanderers,76.0,RCM,32.0,,"Jun 30, 2019",Belgium,85.0,SUB,20.0,75.0,66.0,78.0,79.0,71.0,69.0,72.0,71.0,78.0,74.0,61.0,68.0,59.0,73.0,58.0,86.0,67.0,89.0,87.0,76.0,74.0,78.0,71.0,76.0,44.0,75.0,76.0,78.0,76.0,14.0,8.0,14.0,14.0,6.0,"#Engine,#Strength","Power Free-Kick,Injury Free,Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only)",73+2,73+2,73+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,72+2,76+2,76+2,76+2,72+2,76+2,77+2,77+2,77+2,76+2,76+2,77+2,77+2,77+2,76+2,99.0,21.043004932286642,19.130004483896947
60,391,53911.0,0.0,0.0,25.0,25.0,3857297.0,799.0,54144.0,Nawaf Shaker Al Abid,Nawaf Al Abid,18.0,False,0.0,Substitute,104.0,208949.0,N. Al Abed,Nawaf Shaker Al Abid,1990-01-26,29.0,167.64,59.0,"LM,RM,CAM",Saudi Arabia,72.0,72.0,3100000.0,27000.0,Left,1.0,4.0,4.0,High/ Medium,Lean,5400000.0,Al Hilal,74.0,SUB,24.0,2008-07-01,2021,,,,,70.0,69.0,43.0,73.0,63.0,71.0,66.0,64.0,69.0,75.0,78.0,79.0,77.0,65.0,74.0,73.0,64.0,64.0,63.0,74.0,75.0,36.0,67.0,73.0,73.0,66.0,60.0,39.0,40.0,11.0,10.0,10.0,15.0,9.0,,"Injury Prone,Selfish,Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only),Outside Foot Shot",67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,60+2,59+2,59+2,59+2,60+2,57+2,52+2,52+2,52+2,57+2,104.0,21.923445662641548,18.97221259267057
61,404,52972.0,0.0,0.0,4.0,4.0,3857276.0,788.0,5237.0,Hakim Ziyech,,7.0,True,17.0,Right Wing,80.0,208670.0,H. Ziyech,Hakim Ziyech,1993-03-19,25.0,154.94,64.9,"CAM,RW",Morocco,84.0,86.0,38000000.0,31000.0,Left,3.0,2.0,4.0,High/ High,Lean,56100000.0,Ajax,78.0,RAM,22.0,2016-08-30,2021,,,,,84.0,68.0,53.0,86.0,77.0,84.0,90.0,78.0,89.0,83.0,76.0,74.0,86.0,83.0,78.0,80.0,38.0,86.0,59.0,76.0,72.0,62.0,76.0,88.0,72.0,83.0,52.0,66.0,36.0,11.0,7.0,11.0,8.0,14.0,"#Playmaker  ,#Engine,#Acrobat,#Complete Midfielder","Flair,Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Set Play Specialist,Takes Finesse Free Kicks",74+3,74+3,74+3,80+3,79+3,79+3,79+3,80+3,82+3,82+3,82+3,81+3,82+3,82+3,82+3,81+3,71+3,72+3,72+3,72+3,71+3,67+3,60+3,60+3,60+3,67+3,601.0,125.96186062625316,18.862841025562037
62,431,51573.0,0.0,0.0,25.0,25.0,3857262.0,780.0,18360.0,Rafael Alexandre Conceição Leão,Rafael Leão,15.0,False,0.0,Substitute,32.0,241721.0,Rafael Leão,Rafael da Conceição Leão,1999-06-10,19.0,187.96,81.2,"ST,LM",Portugal,74.0,86.0,10000000.0,15000.0,Right,1.0,4.0,4.0,High/ Low,Normal,21000000.0,LOSC Lille,75.0,ST,7.0,2018-08-08,2023,,,,,62.0,76.0,56.0,64.0,65.0,75.0,72.0,58.0,52.0,73.0,87.0,85.0,75.0,72.0,59.0,77.0,64.0,70.0,77.0,59.0,59.0,21.0,73.0,66.0,63.0,76.0,25.0,24.0,21.0,10.0,12.0,15.0,11.0,9.0,,"Beat Offside Trap,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,62+2,62+2,62+2,71+2,52+2,48+2,48+2,48+2,52+2,49+2,43+2,43+2,43+2,49+2,96.0,19.982795220877694,18.73387051957284
63,1075,12662.0,0.0,0.0,0.0,0.0,303430.0,222.0,3141.0,André-Frank Zambo Anguissa,André Zambo Anguissa,19.0,True,13.0,Right Center Midfield,93.0,227236.0,A. Zambo Anguissa,André Franck Zambo Anguissa,1995-11-16,23.0,182.88,78.0,"CDM,CM",Cameroon,73.0,81.0,5000000.0,32000.0,Right,1.0,2.0,3.0,Low/ Medium,Lean,10500000.0,Fulham,76.0,SUB,29.0,2018-08-09,2023,Cameroon,75.0,RCM,6.0,58.0,42.0,73.0,73.0,50.0,72.0,59.0,46.0,65.0,68.0,71.0,69.0,59.0,70.0,71.0,73.0,75.0,81.0,82.0,54.0,80.0,74.0,63.0,72.0,62.0,75.0,61.0,75.0,66.0,11.0,11.0,9.0,8.0,11.0,,,64+2,64+2,64+2,64+2,65+2,65+2,65+2,64+2,66+2,66+2,66+2,67+2,69+2,69+2,69+2,67+2,69+2,71+2,71+2,71+2,69+2,69+2,72+2,72+2,72+2,69+2,201.0,41.8220782136101,18.726303677735867
64,420,52385.0,0.0,0.0,9.0,9.0,3857269.0,781.0,11183.0,Alex Nicolao Telles,Alex Telles,16.0,False,0.0,Substitute,10.0,212462.0,Alex Telles,Alex Nicolao Telles,1992-12-15,26.0,154.94,71.2,LB,Brazil,84.0,86.0,31000000.0,22000.0,Left,3.0,2.0,3.0,High/ Medium,Lean,64300000.0,FC Porto,81.0,LB,13.0,2016-07-13,2021,,,,,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,73.0,80.0,80.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,#Crosser,"Injury Free,Avoids Using Weaker Foot,Flair,Speed Dribbler (CPU AI Only),Set Play Specialist,Takes Finesse Free Kicks",76+3,76+3,76+3,79+3,78+3,78+3,78+3,79+3,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,83+3,81+3,81+3,81+3,83+3,82+3,78+3,78+3,78+3,82+3,57.0,11.818679523492506,18.661072931830272
65,1231,5401.0,0.0,0.0,4.0,4.0,18245.0,24.0,3532.0,Jordan Brian Henderson,Jordan Henderson,14.0,True,10.0,Center Defensive Midfield,96.0,183711.0,J. Henderson,Jordan Brian Henderson,1990-06-17,28.0,182.88,79.8,"CDM,CM",England,82.0,82.0,18000000.0,125000.0,Right,2.0,3.0,3.0,Medium/ High,Normal,33300000.0,Liverpool,83.0,SUB,14.0,2011-06-09,2020,England,82.0,RCM,8.0,81.0,67.0,65.0,84.0,72.0,73.0,80.0,74.0,84.0,80.0,67.0,66.0,68.0,80.0,70.0,77.0,79.0,91.0,72.0,71.0,77.0,80.0,75.0,83.0,64.0,78.0,77.0,79.0,76.0,7.0,13.0,7.0,9.0,13.0,,"Injury Prone,Leadership,Early Crosser,Long Passer (CPU AI Only),Team Player",72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,207.0,42.39957794333614,18.43459910579832
66,770,34992.0,0.0,0.0,1.0,1.0,3788752.0,780.0,3193.0,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,10.0,True,17.0,Right Wing,71.0,218667.0,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,1994-08-10,24.0,172.72,64.0,"CAM,CM,RW,RM",Portugal,86.0,91.0,59500000.0,180000.0,Left,2.0,3.0,4.0,High/ High,Lean,114500000.0,Manchester City,85.0,RW,20.0,2017-07-01,2022,Portugal,82.0,RW,11.0,85.0,75.0,51.0,85.0,69.0,92.0,83.0,67.0,79.0,91.0,86.0,77.0,90.0,82.0,88.0,70.0,50.0,86.0,50.0,72.0,62.0,49.0,83.0,86.0,68.0,86.0,49.0,52.0,40.0,9.0,10.0,14.0,12.0,9.0,"#Dribbler,#Engine,#Acrobat","Avoids Using Weaker Foot,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only)",76+2,76+2,76+2,84+2,83+2,83+2,83+2,84+2,84+2,84+2,84+2,85+2,81+2,81+2,81+2,85+2,70+2,67+2,67+2,67+2,70+2,66+2,55+2,55+2,55+2,66+2,288.0,58.97091857232475,18.428412053851485
67,465,50373.0,0.0,0.0,21.0,21.0,3857254.0,777.0,16352.0,Issam Jebali,,9.0,True,23.0,Center Forward,84.0,223511.0,I. Chebake,Issam Chebake,1989-10-12,29.0,175.26,73.0,"RB,LB",Morocco,69.0,69.0,825000.0,7000.0,Right,1.0,2.0,2.0,Medium/ Medium,Normal,1700000.0,Yeni Malatyaspor,70.0,RB,29.0,2017-07-06,2020,,,,,60.0,35.0,74.0,60.0,28.0,69.0,31.0,49.0,47.0,62.0,68.0,73.0,72.0,65.0,68.0,48.0,60.0,72.0,64.0,40.0,74.0,68.0,48.0,42.0,44.0,52.0,68.0,72.0,70.0,9.0,11.0,14.0,10.0,11.0,,"Long Passer (CPU AI Only),Speed Dribbler (CPU AI Only)",55+2,55+2,55+2,58+2,56+2,56+2,56+2,58+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,66+2,63+2,63+2,63+2,66+2,67+2,68+2,68+2,68+2,67+2,127.0,25.537173262471185,18.097209398601628
68,448,51045.0,0.0,0.0,4.0,4.0,3857259.0,2722.0,4935.0,Bryan Mbeumo,,20.0,True,17.0,Right Wing,87.0,199170.0,B. Dabo,Bryan Dabo,1992-02-18,27.0,185.42,81.2,"CM,CDM",Burkina Faso,74.0,75.0,6500000.0,43000.0,Right,1.0,3.0,4.0,High/ High,Normal,11500000.0,Fiorentina,76.0,SUB,14.0,2018-01-31,2021,,,,,66.0,62.0,70.0,77.0,60.0,74.0,62.0,58.0,73.0,74.0,68.0,67.0,72.0,68.0,69.0,78.0,82.0,78.0,79.0,68.0,82.0,74.0,70.0,68.0,62.0,72.0,71.0,76.0,72.0,8.0,6.0,10.0,10.0,11.0,,"Injury Free,Flair,Power Header",70+2,70+2,70+2,70+2,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,72+2,72+2,72+2,70+2,72+2,74+2,74+2,74+2,72+2,72+2,74+2,74+2,74+2,72+2,148.0,29.696781928416293,18.058853875388287
69,1265,3489.0,0.0,0.0,26.0,26.0,16306.0,216.0,7104.0,Mathías Olivera Miramontes,Mathías Olivera,17.0,True,6.0,Left Back,95.0,240716.0,M. Olivera,Mathías Olivera Miramontes,1997-10-31,21.0,182.88,78.0,LB,Uruguay,70.0,80.0,2500000.0,8000.0,Left,1.0,3.0,3.0,High/ Medium,Normal,5700000.0,Getafe CF,77.0,SUB,17.0,2017-08-14,2023,,,,,72.0,43.0,68.0,69.0,38.0,65.0,52.0,41.0,51.0,70.0,74.0,75.0,67.0,69.0,54.0,56.0,64.0,74.0,69.0,44.0,66.0,62.0,61.0,52.0,42.0,64.0,63.0,71.0,70.0,14.0,14.0,12.0,13.0,15.0,,,60+2,60+2,60+2,64+2,62+2,62+2,62+2,64+2,62+2,62+2,62+2,65+2,62+2,62+2,62+2,65+2,69+2,65+2,65+2,65+2,69+2,69+2,67+2,67+2,67+2,69+2,195.0,39.064157405776484,18.029611110358378
70,1285,2874.0,0.0,0.0,25.0,25.0,16196.0,220.0,18395.0,Vinícius José Paixão de Oliveira Júnior,Vinícius Júnior,28.0,True,21.0,Left Wing,94.0,238794.0,Vinícius Júnior,Vinícius José de Oliveira Júnior,2000-07-12,18.0,175.26,73.0,"LW,RW",Brazil,78.0,92.0,20500000.0,70000.0,Right,1.0,4.0,5.0,High/ Medium,Lean,54800000.0,Real Madrid,86.0,LW,28.0,2018-07-12,2025,,,,,71.0,70.0,50.0,73.0,71.0,82.0,77.0,62.0,66.0,81.0,92.0,94.0,93.0,70.0,84.0,74.0,74.0,79.0,64.0,68.0,48.0,26.0,76.0,71.0,65.0,77.0,32.0,25.0,18.0,5.0,7.0,7.0,7.0,10.0,"#Speedster,#Acrobat","Avoids Using Weaker Foot,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only),Backs Into Player",73+2,73+2,73+2,78+2,76+2,76+2,76+2,78+2,76+2,76+2,76+2,77+2,68+2,68+2,68+2,77+2,57+2,52+2,52+2,52+2,57+2,53+2,43+2,43+2,43+2,53+2,235.0,45.82830108286235,17.551264244500477
71,1241,4859.0,0.0,0.0,25.0,25.0,18241.0,212.0,20005.0,Toby Alderweireld,,12.0,False,0.0,Substitute,47.0,184087.0,T. Alderweireld,Toby Alderweireld,1989-03-02,30.0,185.42,81.2,CB,Belgium,87.0,88.0,44000000.0,165000.0,Right,3.0,3.0,2.0,Medium/ Medium,Normal,84700000.0,Tottenham Hotspur,83.0,RCB,4.0,2015-07-08,2020,Belgium,85.0,RCB,2.0,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,85.0,75.0,61.0,67.0,60.0,88.0,50.0,78.0,84.0,76.0,79.0,65.0,81.0,87.0,58.0,67.0,58.0,84.0,90.0,91.0,86.0,16.0,6.0,14.0,16.0,14.0,"#Tackling ,#Tactician ",Long Passer (CPU AI Only),66+3,66+3,66+3,65+3,67+3,67+3,67+3,65+3,68+3,68+3,68+3,68+3,75+3,75+3,75+3,68+3,78+3,83+3,83+3,83+3,78+3,80+3,84+3,84+3,84+3,80+3,196.0,38.17974839788322,17.53151712147699
72,432,51569.0,0.0,0.0,16.0,16.0,3857262.0,780.0,4272.0,João Mário Naval da Costa Eduardo,João Mário,17.0,True,21.0,Left Wing,83.0,199737.0,Wilson Eduardo,Wilson Bruno Naval Costa Eduardo,1990-07-08,28.0,152.4,73.0,"ST,CF",Portugal,77.0,77.0,9500000.0,17000.0,Right,1.0,3.0,4.0,High/ Medium,Normal,19000000.0,SC Braga,76.0,SUB,7.0,2015-08-31,2020,,,,,75.0,76.0,66.0,73.0,77.0,78.0,82.0,71.0,63.0,78.0,78.0,81.0,73.0,77.0,68.0,83.0,64.0,70.0,69.0,80.0,59.0,24.0,79.0,73.0,77.0,80.0,25.0,33.0,23.0,13.0,12.0,11.0,9.0,11.0,,"Beat Offside Trap,Early Crosser,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only)",76+2,76+2,76+2,76+2,77+2,77+2,77+2,76+2,75+2,75+2,75+2,75+2,69+2,69+2,69+2,75+2,56+2,53+2,53+2,53+2,56+2,53+2,46+2,46+2,46+2,53+2,83.0,16.09592753395622,17.453415398265783
73,429,51795.0,0.0,0.0,11.0,11.0,3857264.0,779.0,27886.0,Alexis Mac Allister,Alexis MacAllister,20.0,True,15.0,Left Center Midfield,85.0,239837.0,A. Mac Allister,Alexis Mac Allister,1998-12-24,20.0,175.26,69.9,"CM,CAM",Argentina,71.0,85.0,5000000.0,13000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,,Argentinos Juniors,69.0,CAM,10.0,,"Jun 30, 2019",,,,,69.0,71.0,59.0,73.0,58.0,73.0,69.0,75.0,71.0,74.0,70.0,69.0,68.0,69.0,71.0,71.0,63.0,69.0,58.0,74.0,51.0,45.0,72.0,76.0,74.0,71.0,65.0,54.0,51.0,7.0,10.0,14.0,15.0,10.0,,Playmaker (CPU AI Only),69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,71+2,63+2,62+2,62+2,62+2,63+2,61+2,57+2,57+2,57+2,61+2,517.0,98.60654296852476,17.165549066087483
74,821,32002.0,0.0,0.0,0.0,0.0,3788743.0,782.0,2954.0,Youri Tielemans,,8.0,True,11.0,Left Defensive Midfield,95.0,216393.0,Y. Tielemans,Youri Tielemans,1997-05-07,21.0,175.26,72.1,"CM,CDM",Belgium,78.0,87.0,16000000.0,47000.0,Right,2.0,5.0,4.0,Medium/ Medium,Normal,,Leicester City,78.0,RCM,21.0,,"Jun 30, 2019",Belgium,85.0,SUB,17.0,76.0,73.0,57.0,78.0,78.0,76.0,84.0,74.0,78.0,81.0,52.0,53.0,67.0,75.0,76.0,88.0,65.0,73.0,69.0,86.0,70.0,71.0,74.0,81.0,76.0,81.0,66.0,72.0,69.0,6.0,8.0,10.0,14.0,12.0,#Distance Shooter,"Long Passer (CPU AI Only),Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only)",72+2,72+2,72+2,73+2,74+2,74+2,74+2,73+2,75+2,75+2,75+2,73+2,77+2,77+2,77+2,73+2,71+2,73+2,73+2,73+2,71+2,69+2,69+2,69+2,69+2,69+2,67.0,12.775061400409815,17.16053023935647
75,509,47938.0,0.0,0.0,8.0,8.0,3829493.0,139.0,3767.0,Ellyes Joris Skhiri,,13.0,True,17.0,Right Wing,93.0,225126.0,E. Skhiri,Ellyes Skhiri,1995-05-10,23.0,185.42,68.9,"CDM,CM",Tunisia,77.0,81.0,10000000.0,21000.0,Right,1.0,3.0,3.0,Medium/ High,Lean,19800000.0,Montpellier HSC,75.0,RCM,13.0,2015-07-01,2020,,,,,71.0,62.0,73.0,75.0,60.0,74.0,72.0,55.0,74.0,73.0,63.0,69.0,74.0,67.0,64.0,78.0,75.0,76.0,68.0,76.0,74.0,85.0,56.0,67.0,58.0,68.0,79.0,79.0,72.0,15.0,14.0,8.0,14.0,14.0,,,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,74+2,75+2,75+2,75+2,74+2,74+2,75+2,75+2,75+2,74+2,205.0,38.8808540169255,17.0696432269429
