,Unnamed: 0.1,level_0,dex,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played,id,name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,club_join_date,contract_end_year,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,tags,traits,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,statistic_minutes_played,statistic_contribution_value,statistic_rating_contribution_value
201,2938,0,0,4.0,4.0,3857274.0,941.0,4318.0,Davy Klaassen,,14.0,True,19.0,Center Attacking Midfield,71.0,203483.0,D. Klaassen,Davy Klaassen,1993-02-21,26.0,152.4,69.9,"CM,CAM",Netherlands,79.0,81.0,15000000.0,32000.0,Right,2.0,3.0,3.0,High/ High,Normal,26600000.0,SV Werder Bremen,77.0,LCM,30.0,2018-07-27,2022,,,,,63.0,77.0,74.0,81.0,82.0,72.0,62.0,44.0,75.0,80.0,71.0,64.0,67.0,78.0,64.0,78.0,72.0,87.0,69.0,77.0,77.0,67.0,80.0,78.0,75.0,83.0,63.0,72.0,61.0,12.0,6.0,13.0,16.0,10.0,#Engine,,76+2,76+2,76+2,74+2,76+2,76+2,76+2,74+2,76+2,76+2,76+2,75+2,77+2,77+2,77+2,75+2,71+2,73+2,73+2,73+2,71+2,70+2,70+2,70+2,70+2,70+2,138.0,20.84156258145461,13.59232342268779
202,1574,0,0,18.0,18.0,3754081.0,39.0,3318.0,Marcus Rashford,,10.0,True,23.0,Center Forward,75.0,231677.0,M. Rashford,Marcus Rashford,1997-10-31,21.0,185.42,69.9,"ST,LW,RW",England,83.0,90.0,37500000.0,130000.0,Right,2.0,4.0,5.0,High/ High,Lean,78800000.0,Manchester United,82.0,ST,10.0,2014-07-01,2020,England,82.0,LW,11.0,74.0,79.0,73.0,76.0,72.0,84.0,81.0,80.0,65.0,84.0,90.0,93.0,88.0,82.0,77.0,87.0,68.0,86.0,76.0,79.0,73.0,42.0,84.0,76.0,74.0,76.0,37.0,40.0,33.0,11.0,6.0,15.0,7.0,14.0,"#Speedster,#Engine,#Acrobat","Power Free-Kick,Beat Offside Trap,Selfish,Flair,Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",81+2,81+2,81+2,82+2,82+2,82+2,82+2,82+2,80+2,80+2,80+2,81+2,74+2,74+2,74+2,81+2,65+2,61+2,61+2,61+2,65+2,62+2,55+2,55+2,55+2,62+2,146.0,21.96827755096679,13.542088901280898
203,1971,0,0,15.0,15.0,3788754.0,773.0,30401.0,Ruben Vargas,,11.0,False,0.0,Substitute,18.0,238581.0,R. Vargas,Ruben Vargas,1998-08-05,20.0,175.26,68.0,"RM,LM,ST",Switzerland,66.0,84.0,1400000.0,2000.0,Left,1.0,3.0,3.0,High/ Medium,Lean,2900000.0,FC Luzern,66.0,RM,24.0,2017-07-01,2022,,,,,55.0,60.0,47.0,59.0,52.0,68.0,51.0,35.0,60.0,68.0,82.0,80.0,89.0,59.0,86.0,59.0,52.0,78.0,39.0,57.0,34.0,38.0,57.0,60.0,54.0,52.0,59.0,31.0,30.0,12.0,7.0,5.0,6.0,11.0,,,60+2,60+2,60+2,65+2,63+2,63+2,63+2,65+2,63+2,63+2,63+2,64+2,59+2,59+2,59+2,64+2,55+2,51+2,51+2,51+2,55+2,53+2,44+2,44+2,44+2,53+2,208.0,31.148215417189725,13.47759320936094
204,2025,0,0,13.0,13.0,3788768.0,782.0,16559.0,Leandro Trossard,,24.0,True,7.0,Right Wing Back,75.0,207421.0,L. Trossard,Leandro Trossard,1994-12-04,24.0,172.72,67.1,LW,Belgium,78.0,82.0,13500000.0,18000.0,Right,1.0,4.0,4.0,High/ Medium,Lean,21300000.0,KRC Genk,74.0,LW,14.0,2012-01-01,2021,,,,,75.0,80.0,64.0,75.0,76.0,83.0,81.0,69.0,68.0,78.0,90.0,76.0,92.0,70.0,87.0,77.0,89.0,73.0,60.0,81.0,47.0,18.0,75.0,71.0,75.0,84.0,30.0,31.0,18.0,14.0,8.0,11.0,7.0,7.0,#Acrobat,"Injury Prone,Flair,Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only)",75+2,75+2,75+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,76+2,69+2,69+2,69+2,76+2,55+2,51+2,51+2,51+2,55+2,51+2,43+2,43+2,43+2,51+2,96.0,14.37229525343654,13.474026800096757
205,2183,0,0,7.0,7.0,3802795.0,134.0,12149.0,Nayef Aguerd,,6.0,True,5.0,Left Center Back,97.0,244749.0,N. Aguerd,Nayef Aguerd,1996-03-30,22.0,187.96,76.2,CB,Morocco,67.0,75.0,975000.0,4000.0,Left,1.0,3.0,2.0,Medium/ Medium,Lean,2100000.0,Dijon FCO,72.0,SUB,4.0,2018-07-01,2021,,,,,41.0,38.0,68.0,66.0,38.0,56.0,43.0,41.0,59.0,66.0,51.0,63.0,49.0,64.0,52.0,62.0,66.0,64.0,69.0,46.0,68.0,66.0,39.0,47.0,48.0,65.0,63.0,66.0,66.0,7.0,15.0,9.0,14.0,6.0,,,54+2,54+2,54+2,53+2,54+2,54+2,54+2,53+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,55+2,61+2,64+2,64+2,64+2,61+2,62+2,66+2,66+2,66+2,62+2,294.0,43.762137967977296,13.39657284733999
206,2902,0,0,18.0,18.0,3857268.0,1833.0,12365.0,Alphonso Davies,,19.0,True,8.0,Left Wing Back,99.0,234396.0,A. Davies,Alphonso Davies,2000-11-02,18.0,154.94,72.1,"LM,RM",Canada,72.0,87.0,6000000.0,20000.0,Left,1.0,4.0,4.0,High/ High,Lean,13700000.0,FC Bayern München,85.0,SUB,19.0,2019-01-01,2023,Canada,70.0,RM,20.0,62.0,64.0,51.0,64.0,55.0,76.0,64.0,44.0,51.0,73.0,92.0,93.0,84.0,65.0,76.0,71.0,72.0,76.0,69.0,63.0,68.0,52.0,65.0,65.0,60.0,71.0,55.0,61.0,51.0,11.0,11.0,6.0,5.0,14.0,#Speedster,"Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only),Backs Into Player",67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,69+2,69+2,69+2,70+2,64+2,64+2,64+2,70+2,65+2,61+2,61+2,61+2,65+2,64+2,60+2,60+2,60+2,64+2,197.0,29.184606255498064,13.33306884768947
207,2815,0,0,24.0,24.0,3857257.0,792.0,15957.0,Miloš Degenek,,2.0,True,2.0,Right Back,98.0,229585.0,M. Degenek,Miloš Degenek,1994-04-28,24.0,187.96,82.1,CB,Australia,74.0,81.0,7000000.0,25000.0,Right,1.0,4.0,2.0,High/ High,Lean,13300000.0,Australia,73.0,LCB,2.0,,,Al Hilal,74.0,RCB,45.0,70.0,59.0,70.0,74.0,62.0,58.0,69.0,44.0,72.0,64.0,79.0,79.0,78.0,72.0,70.0,70.0,81.0,86.0,84.0,61.0,81.0,70.0,55.0,67.0,58.0,77.0,65.0,75.0,76.0,14.0,12.0,7.0,10.0,12.0,#Engine,Dives Into Tackles (CPU AI Only),66+2,66+2,66+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,133.0,19.69217278090794,13.325530453245973
208,1804,0,0,11.0,11.0,3788745.0,768.0,7843.0,Mason Mount,,19.0,True,19.0,Center Attacking Midfield,94.0,233064.0,M. Mount,Mason Mount,1999-01-10,20.0,152.4,64.0,"CAM,CM",England,74.0,86.0,10000000.0,34000.0,Right,1.0,4.0,3.0,High/ Medium,Lean,,Derby County,71.0,LCM,8.0,,"Jun 30, 2019",,,,,69.0,67.0,59.0,74.0,61.0,75.0,75.0,76.0,71.0,79.0,77.0,68.0,78.0,70.0,75.0,70.0,46.0,74.0,46.0,68.0,38.0,45.0,63.0,78.0,60.0,70.0,44.0,44.0,30.0,11.0,12.0,13.0,8.0,12.0,,"Long Shot Taker (CPU AI Only),Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Takes Finesse Free Kicks",67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,70+2,70+2,70+2,72+2,60+2,58+2,58+2,58+2,60+2,57+2,48+2,48+2,48+2,57+2,201.0,29.694016688271162,13.29582836788261
209,2899,0,0,15.0,15.0,3857268.0,1833.0,9922.0,David Junior Hoilett,Junior Hoilett,10.0,True,20.0,Left Attacking Midfield,61.0,189462.0,J. Hoilett,David Junior Hoilett,1990-06-05,28.0,172.72,69.9,"LW,LM,RM",Canada,74.0,74.0,5500000.0,44000.0,Right,2.0,3.0,3.0,Medium/ Medium,Normal,11000000.0,Cardiff City,73.0,LM,33.0,2016-10-10,2021,Canada,70.0,LM,10.0,71.0,68.0,58.0,68.0,69.0,76.0,69.0,65.0,63.0,75.0,88.0,87.0,85.0,70.0,83.0,76.0,71.0,60.0,63.0,73.0,66.0,45.0,71.0,73.0,68.0,68.0,20.0,39.0,28.0,11.0,10.0,9.0,11.0,9.0,,"Injury Prone,Avoids Using Weaker Foot,Long Shot Taker (CPU AI Only),Technical Dribbler (CPU AI Only),Backs Into Player",71+2,71+2,71+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,57+2,54+2,54+2,54+2,57+2,54+2,48+2,48+2,48+2,54+2,141.0,20.579389228889866,13.135780358865873
210,1928,0,0,30.0,30.0,3788750.0,772.0,16532.0,Daniel Olmo Carvajal,Daniel Olmo,19.0,True,21.0,Left Wing,74.0,244260.0,Dani Olmo,Daniel Olmo Carvajal,1998-05-07,20.0,152.4,72.1,"CAM,LM,CM",Spain,76.0,85.0,12000000.0,1000.0,Right,1.0,4.0,4.0,High/ Medium,Lean,28800000.0,Dinamo Zagreb,72.0,LCM,7.0,2014-07-31,2021,,,,,75.0,72.0,43.0,75.0,71.0,77.0,72.0,75.0,76.0,77.0,78.0,80.0,77.0,71.0,79.0,72.0,55.0,68.0,53.0,71.0,49.0,43.0,76.0,76.0,62.0,73.0,40.0,40.0,32.0,15.0,15.0,13.0,12.0,11.0,,"Flair,Long Shot Taker (CPU AI Only),Set Play Specialist",70+2,70+2,70+2,75+2,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,71+2,71+2,71+2,75+2,60+2,58+2,58+2,58+2,60+2,56+2,47+2,47+2,47+2,56+2,298.0,43.404524829820716,13.108749109677397
211,2784,0,0,13.0,13.0,3857256.0,773.0,29006.0,Noah Okafor,,19.0,False,0.0,Substitute,5.0,242530.0,N. Okafor,Noah Okafor,2000-05-24,18.0,185.42,84.8,"LM,RM",Switzerland,61.0,81.0,525000.0,2000.0,Left,1.0,3.0,3.0,Medium/ Low,Normal,1300000.0,FC Basel 1893,73.0,RM,11.0,2018-01-31,2020,,,,,60.0,58.0,60.0,52.0,51.0,67.0,62.0,43.0,43.0,64.0,78.0,81.0,79.0,49.0,60.0,65.0,65.0,60.0,79.0,56.0,53.0,20.0,59.0,46.0,54.0,54.0,40.0,25.0,20.0,14.0,14.0,11.0,6.0,5.0,,,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,58+2,58+2,58+2,60+2,50+2,50+2,50+2,60+2,47+2,43+2,43+2,43+2,47+2,45+2,43+2,43+2,43+2,45+2,54.0,7.819698130966481,13.03283021827747
212,2888,0,0,13.0,13.0,3857266.0,771.0,11135.0,Ibrahima Konaté,,24.0,False,0.0,Substitute,24.0,236279.0,I. Conté,Ibrahima Conté,1996-04-03,22.0,190.5,82.1,CB,Guinea,68.0,76.0,1100000.0,3000.0,Right,1.0,2.0,2.0,Medium/ Medium,Lean,,Chamois Niortais Football Club,65.0,RES,15.0,,"Jun 30, 2019",,,,,37.0,39.0,72.0,56.0,40.0,51.0,49.0,27.0,52.0,54.0,68.0,60.0,58.0,57.0,57.0,61.0,72.0,64.0,87.0,42.0,62.0,64.0,32.0,51.0,30.0,61.0,62.0,71.0,61.0,9.0,14.0,15.0,14.0,5.0,,Power Header,52+2,52+2,52+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,51+2,53+2,53+2,53+2,51+2,58+2,61+2,61+2,61+2,58+2,60+2,66+2,66+2,66+2,60+2,329.0,47.51582688567061,12.998250515836945
213,2217,0,0,25.0,25.0,3802902.0,147.0,21026.0,Pape Gueye,,22.0,False,0.0,Substitute,24.0,241707.0,P. Gueye,Pape Gueye,1999-01-24,20.0,187.96,64.9,CDM,France,56.0,71.0,180000.0,1000.0,Left,1.0,3.0,2.0,Medium/ Medium,Lean,428000.0,Le Havre AC,67.0,SUB,24.0,2017-07-01,2021,,,,,40.0,30.0,51.0,60.0,42.0,52.0,35.0,34.0,49.0,55.0,60.0,61.0,40.0,54.0,47.0,57.0,50.0,56.0,58.0,33.0,57.0,50.0,39.0,55.0,39.0,52.0,54.0,58.0,53.0,12.0,12.0,12.0,14.0,12.0,,,47+2,47+2,47+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,51+2,52+2,52+2,52+2,51+2,53+2,54+2,54+2,54+2,53+2,53+2,54+2,54+2,54+2,53+2,79.0,11.390317842161636,12.976311465753763
214,2985,0,0,25.0,25.0,3857297.0,799.0,54144.0,Nawaf Shaker Al Abid,Nawaf Al Abid,18.0,False,0.0,Substitute,104.0,208949.0,N. Al Abed,Nawaf Shaker Al Abid,1990-01-26,29.0,167.64,59.0,"LM,RM,CAM",Saudi Arabia,72.0,72.0,3100000.0,27000.0,Left,1.0,4.0,4.0,High/ Medium,Lean,5400000.0,Al Hilal,74.0,SUB,24.0,2008-07-01,2021,,,,,70.0,69.0,43.0,73.0,63.0,71.0,66.0,64.0,69.0,75.0,78.0,79.0,77.0,65.0,74.0,73.0,64.0,64.0,63.0,74.0,75.0,36.0,67.0,73.0,73.0,66.0,60.0,39.0,40.0,11.0,10.0,10.0,15.0,9.0,,"Injury Prone,Selfish,Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only),Outside Foot Shot",67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,60+2,59+2,59+2,59+2,60+2,57+2,52+2,52+2,52+2,57+2,104.0,14.927254663856711,12.917816536029846
215,1270,0,0,22.0,22.0,3753978.0,25.0,3831.0,Dušan Tadić,,11.0,True,21.0,Left Wing,76.0,199434.0,D. Tadić,Dušan Tadić,1988-11-20,30.0,154.94,76.2,"CAM,LW,RW",Serbia,81.0,81.0,17500000.0,26000.0,Left,3.0,2.0,4.0,Medium/ Low,Normal,24500000.0,Ajax,78.0,LAM,10.0,2018-07-03,2022,,,,,83.0,77.0,63.0,81.0,73.0,85.0,83.0,76.0,77.0,86.0,69.0,68.0,82.0,79.0,80.0,69.0,64.0,69.0,62.0,65.0,56.0,31.0,75.0,85.0,75.0,83.0,46.0,34.0,26.0,11.0,11.0,14.0,9.0,16.0,,"Diver,Injury Free,Avoids Using Weaker Foot,Leadership,Flair,Playmaker (CPU AI Only),Technical Dribbler (CPU AI Only),Backs Into Player",74+3,74+3,74+3,79+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,75+3,75+3,75+3,79+3,60+3,59+3,59+3,59+3,60+3,56+3,49+3,49+3,49+3,56+3,201.0,28.75257590931652,12.874287720589487
216,1381,0,0,0.0,0.0,3753989.0,41.0,3196.0,Wahbi Khazri,,22.0,True,16.0,Left Midfield,87.0,194845.0,W. Khazri,Wahbi Khazri,1991-02-08,28.0,175.26,82.1,"ST,CF,CAM,LM",Tunisia,79.0,79.0,13500000.0,41000.0,Right,1.0,4.0,4.0,High/ High,Stocky,25700000.0,AS Saint-Étienne,76.0,LS,10.0,2018-07-17,2022,,,,,79.0,79.0,54.0,77.0,69.0,79.0,80.0,79.0,69.0,81.0,75.0,77.0,80.0,79.0,67.0,85.0,44.0,69.0,68.0,83.0,75.0,61.0,81.0,79.0,75.0,80.0,30.0,49.0,30.0,6.0,7.0,11.0,11.0,6.0,,"Long Shot Taker (CPU AI Only),Speed Dribbler (CPU AI Only),Playmaker (CPU AI Only),Set Play Specialist,Takes Finesse Free Kicks",76+2,76+2,76+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,77+2,74+2,74+2,74+2,77+2,64+2,63+2,63+2,63+2,64+2,60+2,54+2,54+2,54+2,60+2,61.0,8.712231798575493,12.854112489701548
217,2110,0,0,12.0,12.0,3802683.0,131.0,8553.0,Abdou Diallo,,22.0,True,5.0,Left Center Back,95.0,247481.0,A. Diallo,Abdoulaye Diallo,1996-01-15,23.0,182.88,77.1,ST,Senegal,65.0,72.0,775000.0,3000.0,Right,1.0,2.0,3.0,High/ Low,Stocky,1800000.0,CD Aves,69.0,SUB,15.0,2016-01-04,2021,,,,,34.0,66.0,65.0,54.0,64.0,58.0,49.0,42.0,31.0,60.0,53.0,66.0,66.0,61.0,52.0,72.0,80.0,57.0,78.0,62.0,70.0,12.0,64.0,48.0,62.0,49.0,15.0,14.0,15.0,13.0,7.0,12.0,6.0,8.0,,,64+2,64+2,64+2,57+2,60+2,60+2,60+2,57+2,56+2,56+2,56+2,54+2,49+2,49+2,49+2,54+2,38+2,38+2,38+2,38+2,38+2,36+2,38+2,38+2,38+2,36+2,263.0,37.50742628678884,12.835240934642568
218,2884,0,0,27.0,27.0,3857264.0,789.0,11737.0,Krystian Bielik,,6.0,True,9.0,Right Defensive Midfield,64.0,224763.0,K. Bielik,Krystian Bielik,1998-01-04,21.0,187.96,78.0,"CDM,CB",Poland,64.0,79.0,900000.0,11000.0,Right,1.0,3.0,2.0,Medium/ High,Lean,,Charlton Athletic,67.0,SUB,4.0,,"Jun 30, 2019",,,,,49.0,33.0,57.0,65.0,46.0,61.0,48.0,43.0,60.0,66.0,49.0,50.0,59.0,55.0,46.0,57.0,52.0,60.0,75.0,47.0,71.0,61.0,53.0,66.0,42.0,55.0,62.0,61.0,60.0,15.0,7.0,12.0,8.0,8.0,,,53+2,53+2,53+2,55+2,55+2,55+2,55+2,55+2,58+2,58+2,58+2,56+2,60+2,60+2,60+2,56+2,58+2,62+2,62+2,62+2,58+2,58+2,62+2,62+2,62+2,58+2,190.0,26.94699861604833,12.764367765496576
219,2856,0,0,17.0,17.0,3857260.0,794.0,5571.0,Hirving Rodrigo Lozano Bahena,Hirving Lozano,22.0,True,17.0,Right Wing,103.0,221992.0,H. Lozano,Hirving Rodrigo Lozano Bahena,1995-07-30,23.0,175.26,69.9,"RW,LW",Mexico,82.0,87.0,29500000.0,24000.0,Right,3.0,4.0,4.0,High/ Low,Lean,43500000.0,PSV,76.0,RW,11.0,2017-07-21,2023,Mexico,77.0,LS,22.0,75.0,77.0,58.0,74.0,75.0,84.0,72.0,65.0,67.0,81.0,94.0,93.0,91.0,82.0,76.0,76.0,67.0,80.0,59.0,76.0,64.0,45.0,78.0,75.0,64.0,77.0,42.0,35.0,29.0,11.0,10.0,14.0,14.0,10.0,"#Speedster,#Acrobat","Beat Offside Trap,Speed Dribbler (CPU AI Only)",76+3,76+3,76+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,64+3,59+3,59+3,59+3,64+3,60+3,51+3,51+3,51+3,60+3,176.0,24.900573822136725,12.733247977229007
220,1810,0,0,22.0,22.0,3788745.0,785.0,5474.0,Ivan Perišić,,4.0,True,21.0,Left Wing,94.0,181458.0,I. Perišić,Ivan Perišić,1989-02-02,30.0,185.42,79.8,LM,Croatia,85.0,85.0,37500000.0,110000.0,Right,3.0,5.0,4.0,Medium/ Medium,Lean,63800000.0,Inter,82.0,LM,44.0,2015-09-01,2022,,,,,83.0,79.0,80.0,81.0,81.0,84.0,73.0,75.0,77.0,85.0,84.0,88.0,78.0,81.0,74.0,84.0,84.0,89.0,78.0,79.0,65.0,69.0,85.0,79.0,76.0,80.0,64.0,52.0,54.0,6.0,7.0,10.0,9.0,6.0,,"Flair,Speed Dribbler (CPU AI Only)",82+3,82+3,82+3,82+3,82+3,82+3,82+3,82+3,81+3,81+3,81+3,83+3,79+3,79+3,79+3,83+3,75+3,72+3,72+3,72+3,75+3,72+3,68+3,68+3,68+3,72+3,617.0,86.89957491852803,12.67578888600895
221,2926,0,0,17.0,17.0,3857272.0,1839.0,8246.0,Christian Pulisic,,10.0,True,16.0,Left Midfield,95.0,244419.0,C. Ilic,Christian Ilic,1996-07-22,22.0,152.4,73.0,"LB,LM",Croatia,60.0,67.0,250000.0,1000.0,Right,1.0,5.0,3.0,Medium/ Medium,Lean,413000.0,TSV Hartberg,62.0,LM,16.0,2014-09-01,2019,,,,,55.0,41.0,53.0,52.0,33.0,62.0,51.0,46.0,51.0,57.0,75.0,67.0,63.0,62.0,70.0,35.0,61.0,65.0,59.0,40.0,53.0,58.0,57.0,53.0,42.0,47.0,57.0,57.0,54.0,13.0,15.0,7.0,11.0,10.0,,,52+2,52+2,52+2,57+2,55+2,55+2,55+2,57+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,58+2,58+2,56+2,56+2,56+2,58+2,58+2,56+2,56+2,56+2,58+2,243.0,33.99616954733939,12.591173906421997
222,2800,0,0,23.0,23.0,3857256.0,786.0,6321.0,Milos Veljkovic,,5.0,True,4.0,Center Back,56.0,221354.0,M. Veljković,Miloš Veljković,1995-09-26,23.0,182.88,77.1,"CB,CDM",Serbia,76.0,83.0,9500000.0,21000.0,Right,1.0,3.0,2.0,Medium/ Medium,Normal,18100000.0,SV Werder Bremen,77.0,SUB,13.0,2016-02-01,2022,,,,,39.0,23.0,76.0,72.0,30.0,52.0,31.0,24.0,73.0,67.0,61.0,71.0,55.0,75.0,64.0,45.0,83.0,67.0,76.0,31.0,67.0,77.0,37.0,47.0,37.0,73.0,74.0,76.0,74.0,15.0,7.0,15.0,11.0,11.0,,,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,55+2,55+2,55+2,56+2,62+2,62+2,62+2,56+2,67+2,71+2,71+2,71+2,67+2,69+2,74+2,74+2,74+2,69+2,182.0,25.35309042380135,12.537242517264405
223,2894,0,0,4.0,4.0,3857267.0,787.0,5675.0,Kalidou Koulibaly,,3.0,True,3.0,Right Center Back,102.0,201024.0,K. Koulibaly,Kalidou Koulibaly,1991-06-20,27.0,187.96,88.9,CB,Senegal,88.0,91.0,60000000.0,135000.0,Right,3.0,3.0,2.0,High/ High,Normal,106500000.0,Napoli,82.0,LCB,26.0,2014-07-01,2021,,,,,30.0,22.0,83.0,68.0,14.0,69.0,28.0,28.0,60.0,63.0,70.0,75.0,50.0,82.0,40.0,55.0,81.0,75.0,94.0,15.0,87.0,88.0,24.0,49.0,33.0,80.0,91.0,88.0,87.0,7.0,11.0,7.0,13.0,5.0,"#Tackling ,#Tactician ,#Strength,#Complete Defender",Power Header,53+3,53+3,53+3,53+3,54+3,54+3,54+3,53+3,55+3,55+3,55+3,57+3,61+3,61+3,61+3,57+3,73+3,77+3,77+3,77+3,73+3,76+3,85+3,85+3,85+3,76+3,302.0,41.90156783119603,12.487222201349812
224,7,0,0,6.0,6.0,15946.0,217.0,5477.0,Ousmane Dembélé,,11.0,True,16.0,Left Midfield,76.0,231443.0,O. Dembélé,Ousmane Dembélé,1997-05-15,21.0,152.4,67.1,"RW,LW",France,84.0,92.0,46000000.0,170000.0,Left,3.0,5.0,4.0,High/ Low,Lean,103500000.0,FC Barcelona,86.0,LW,11.0,2017-08-28,2022,France,84.0,SUB,11.0,81.0,78.0,43.0,79.0,76.0,91.0,82.0,64.0,70.0,83.0,94.0,93.0,90.0,82.0,85.0,83.0,59.0,76.0,52.0,76.0,54.0,36.0,79.0,84.0,75.0,82.0,42.0,30.0,33.0,6.0,6.0,14.0,10.0,13.0,"#Speedster,#Dribbler,#Acrobat","Injury Prone,Flair,Speed Dribbler (CPU AI Only),Technical Dribbler (CPU AI Only)",76+3,76+3,76+3,84+3,82+3,82+3,82+3,84+3,82+3,82+3,82+3,83+3,75+3,75+3,75+3,83+3,64+3,58+3,58+3,58+3,64+3,59+3,47+3,47+3,47+3,59+3,423.0,58.623487064238525,12.473082354093304
225,2419,0,0,21.0,21.0,3829416.0,136.0,4506.0,Nampalys Mendy,,22.0,True,10.0,Center Defensive Midfield,95.0,198861.0,N. Mendy,Nampalys Mendy,1992-06-23,26.0,167.64,73.0,"CDM,CM",France,76.0,78.0,7500000.0,52000.0,Right,1.0,3.0,3.0,Low/ High,Stocky,14800000.0,Leicester City,78.0,SUB,24.0,2016-07-03,2020,,,,,67.0,49.0,65.0,80.0,43.0,71.0,69.0,54.0,72.0,77.0,71.0,68.0,74.0,74.0,87.0,62.0,76.0,79.0,68.0,64.0,77.0,74.0,56.0,62.0,55.0,70.0,74.0,75.0,74.0,14.0,12.0,9.0,12.0,15.0,,,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,73+2,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,73+2,282.0,38.814512189959416,12.387610273391303
226,2120,0,0,23.0,23.0,3802683.0,129.0,11990.0,Youssouf Fofana,,22.0,True,9.0,Right Defensive Midfield,57.0,245630.0,Y. Fofana,Youssouf Fofana,1999-01-10,20.0,175.26,68.9,CM,France,66.0,81.0,1400000.0,3000.0,Right,1.0,3.0,3.0,Medium/ Medium,Normal,3600000.0,RC Strasbourg Alsace,74.0,SUB,22.0,2017-07-01,2021,,,,,50.0,50.0,58.0,70.0,39.0,67.0,49.0,42.0,66.0,69.0,76.0,76.0,74.0,63.0,73.0,58.0,57.0,68.0,73.0,53.0,64.0,65.0,58.0,63.0,64.0,69.0,61.0,62.0,65.0,12.0,7.0,12.0,5.0,9.0,,,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,64+2,65+2,65+2,65+2,64+2,64+2,65+2,65+2,65+2,64+2,64+2,64+2,64+2,64+2,64+2,232.0,31.63583484611018,12.272522138577225
227,385,0,0,16.0,16.0,18237.0,169.0,5570.0,Manuel Neuer,,1.0,True,1.0,Goalkeeper,126.0,167495.0,M. Neuer,Manuel Neuer,1986-03-27,32.0,193.04,92.1,GK,Germany,89.0,89.0,38000000.0,130000.0,Right,5.0,4.0,1.0,Medium/ Medium,Normal,62700000.0,FC Bayern München,85.0,GK,1.0,2011-07-01,2021,Germany,85.0,GK,1.0,15.0,13.0,25.0,55.0,11.0,30.0,14.0,11.0,59.0,46.0,54.0,60.0,51.0,84.0,35.0,25.0,77.0,43.0,80.0,16.0,29.0,30.0,12.0,70.0,47.0,70.0,17.0,10.0,11.0,90.0,86.0,91.0,87.0,87.0,,"GK Long Throw,1-on-1 Rush,Rushes Out Of Goal,Comes For Crosses",,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,27.918342369477184,12.256833235380228
